,0,1,2,3,4,5,6
0,5.423913043478261,0.7979364395141602,1.5276604890823364,0.6484778523445129,0.3525080680847168,1.1601256132125854,1.252313256263733
1,5.434782608695652,0.9061229228973389,0.6626453995704651,1.1822949647903442,1.4600551128387451,1.4789248704910278,1.0242995023727417
2,5.445652173913044,1.0113037824630737,1.098686933517456,1.1553500890731812,1.33053457736969,0.9673262238502502,0.3306814134120941
3,5.456521739130435,1.1142843961715698,0.7960236072540283,1.7047196626663208,1.2396531105041504,1.4348350763320923,0.9407359957695007
4,5.467391304347826,1.212850570678711,1.0944806337356567,1.4089252948760986,0.6783025860786438,0.7619051337242126,0.8787188529968262
5,5.478260869565218,1.309527039527893,1.0872548818588257,1.002200961112976,1.47146737575531,1.079535722732544,1.324141263961792
6,5.489130434782608,1.4037092924118042,0.9717562794685364,1.0725864171981812,1.5646374225616455,1.0550955533981323,1.6332601308822632
7,5.5,1.4945855140686035,0.7241817712783813,1.034397006034851,0.43703755736351013,0.565898060798645,1.3064613342285156
8,5.510869565217392,1.583925485610962,0.3874923586845398,0.9271031618118286,0.7512530088424683,0.6739097833633423,1.1793867349624634
9,5.521739130434782,1.670709490776062,0.5244554281234741,0.3508983552455902,0.6008251905441284,0.19281627237796783,0.6744213104248047
10,5.532608695652174,1.7551239728927612,0.27778807282447815,0.23658642172813416,0.9060103297233582,1.066595435142517,0.5539063215255737
11,5.543478260869565,1.7154946327209473,0.5153568983078003,0.24453005194664001,-0.3850933611392975,-0.07213791459798813,0.15672063827514648
12,5.554347826086956,1.1003468036651611,-0.025155730545520782,0.06326577812433243,-0.2534905970096588,-0.04551204293966293,0.375609427690506
13,5.565217391304348,0.4609023928642273,-0.35751762986183167,0.015916958451271057,-0.16680482029914856,-0.4084745943546295,-0.10125318914651871
14,5.576086956521739,-0.18851915001869202,-0.11881362646818161,-0.15024521946907043,-0.11782186478376389,-0.48788705468177795,-0.1375264823436737
15,5.586956521739131,-0.7637744545936584,-0.38362932205200195,-1.1300123929977417,-0.5604001879692078,-0.967552125453949,-0.6488896608352661
16,5.5978260869565215,-1.2333860397338867,-0.36473381519317627,-1.0975483655929565,-1.3637683391571045,-1.1006968021392822,-1.063108205795288
17,5.608695652173913,-1.524725079536438,-1.727532982826233,-0.9953910708427429,-0.7313104271888733,-1.0618165731430054,-0.8056827187538147
18,5.619565217391305,-1.5640274286270142,-1.7318857908248901,-1.585537075996399,-0.8116626143455505,-0.5645788311958313,-1.4132179021835327
19,5.630434782608695,-1.5423603057861328,-0.8913835883140564,-1.3960349559783936,-1.4651812314987183,-0.5113306641578674,-0.47722676396369934
20,5.641304347826087,-1.4905390739440918,-0.9337255358695984,-1.2860383987426758,-0.9260875582695007,-0.8543886542320251,-1.257405161857605
21,5.6521739130434785,-1.4368795156478882,-1.2344589233398438,-1.637995958328247,-1.0712448358535767,-1.2964341640472412,-0.6560012102127075
22,5.663043478260869,-1.3822005987167358,-1.303943157196045,-0.7510807514190674,-0.9959046244621277,-1.3726931810379028,-0.7514989376068115
23,5.673913043478261,-1.328368902206421,-0.5293428301811218,-1.5678277015686035,-0.8252291083335876,-0.8280749320983887,-1.0786815881729126
24,5.684782608695652,-1.27520751953125,-0.7373612523078918,-1.2960423231124878,-0.8652912974357605,-0.6495628952980042,-1.2291427850723267
25,5.695652173913044,-1.222662329673767,-1.442718744277954,-0.8547245264053345,-0.4846477210521698,-0.7879347801208496,-0.7984488606452942
26,5.706521739130435,-1.171341896057129,0.087696872651577,-0.6744664311408997,-0.6753260493278503,-1.0285042524337769,-0.5930062532424927
27,5.717391304347826,-1.1205536127090454,-1.755937099456787,-0.9528128504753113,-1.0240691900253296,-1.1319756507873535,-1.2250950336456299
28,5.728260869565218,-1.0704965591430664,-0.7771669030189514,-1.0357710123062134,-0.8105364441871643,-0.8664504885673523,-0.9626007676124573
29,5.739130434782608,-1.021388292312622,-0.9239113926887512,-0.7909687161445618,-0.7217671871185303,-1.0204968452453613,-0.8107306957244873
30,5.75,-0.9726917147636414,-0.8299430012702942,-0.6740862727165222,-0.6631529927253723,-0.10639918595552444,-0.6600008606910706
